selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,model,car_age,km_per_year
395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,Skoda,Rapid 1.6 MPI AT Elegance,8,4375.0
150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,9.0,Tata,Sumo CX 9 Seater,13,9230.76923076923
515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,Volkswagen,Vento 1.5 TDI Comfortline,6,20000.0
122000,60000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5.0,Ambassador,Grand 1500 DSZ BSIII,13,4615.384615384615
160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,Hyundai,i10 Magna 1.1L,12,2916.6666666666665
110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LX,14,8571.42857142857
360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,Swift LDI BSIV,7,10000.0
210000,110000,Diesel,Individual,Manual,First Owner,19.33,1248.0,82.0,5.0,Maruti,Swift VDI BSIV,12,9166.666666666666
260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5.0,Hyundai,Verna Transform SX VGT CRDi,10,9000.0
128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,14,4285.714285714285
600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5.0,Hyundai,Verna 1.6 CRDi S,6,13333.333333333334
800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel,11,13727.272727272728
675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI,2,12500.0
300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,Maruti,SX4 Zxi BSIII,11,4545.454545454545
125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,12,6666.666666666667
550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta Option,4,6250.0
150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,14,5714.285714285715
891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio Intelli Hybrid S6 Plus,4,20000.0
1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,6,11666.666666666666
750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0,Maruti,Baleno RS 1.0 Petrol,3,5000.0
380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0,Hyundai,i20 Magna Optional 1.2,9,3055.5555555555557
800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater,8,13750.0
200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5.0,Mahindra,Logan Petrol 1.4 GLE,11,10909.09090909091
700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,Ciaz VDi Option SHVS,5,14000.0
229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75.0,10.0,Toyota,Qualis FS B3,19,15263.157894736842
300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5.0,Honda,Accord 2.4 MT,11,6727.272727272727
670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7.0,Honda,Mobilio S i DTEC,6,20000.0
210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi,14,10000.0
370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,Maruti,Ignis 1.2 Delta BSIV,4,10000.0
600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta Automatic,2,10000.0
810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi,1,15000.0
80000,35000,Petrol,Individual,Manual,First Owner,19.33,1248.0,82.0,5.0,Fiat,Palio 1.2,15,2333.3333333333335
346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XE,2,8000.0
55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5.0,Honda,City 1.3 EXI,16,8125.0
250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7.0,Tata,Safari DICOR 2.2 EX 4x2,9,13111.111111111111
120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,Maruti,Swift ZXI BSIII,15,2933.3333333333335
600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,Maruti,Ertiga ZDI,8,6250.0
330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV,5,12000.0
400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,i20 Sportz Option 1.2,7,21000.0
100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0,Tata,Indica V2 DLS TC,17,2352.9411764705883
450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI,7,14285.714285714286
800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS ZDI Plus,4,13750.0
340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0,Maruti,Celerio ZDi,6,6666.666666666667
225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi,11,5818.181818181818
55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,Maruti,Zen LXI,19,5263.1578947368425
900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS ZDI Plus,5,10000.0
2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984.0,181.0,5.0,Volvo,S60 D4 SUMMUM,7,4285.714285714285
465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI Plus,3,10000.0
70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,Maruti,Zen LXI,17,8823.529411764706
400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT,5,4835.4
185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5.0,Tata,Indigo LX,9,8888.888888888889
140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI,15,10000.0
415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,Renault,Lodgy 85PS RxE 7 Seater,6,20000.0
532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,9,13531.0
600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,Baleno Delta 1.3,4,14000.0
150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5.0,Maruti,SX4 Vxi BSIII,13,7692.307692307692
459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,Swift LXI Option,3,4000.0
800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi,4,3845.25
310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX 4WD BSIII,10,500.0
475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,Nissan,Terrano XV Premium 110 PS,7,5714.285714285715
310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG,5,7000.0
350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,Alto K10 LXI,3,3333.3333333333335
1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W10 AWD,2,5000.0
640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,Swift AMT ZXI BSIV,3,8333.333333333334
350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI,4,12500.0
600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,Nexon 1.2 Revotron XE,3,10000.0
575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,Hyundai,Verna 1.6 CRDi SX,6,3833.3333333333335
974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe ABS,2,7500.0
445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI,3,1666.6666666666667
580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI,6,2500.0
1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,Creta 1.4 EX Diesel,1,20000.0
600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,EcoSport 1.5 TDCi Titanium BSIV,6,8333.333333333334
370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0,Ford,Figo 1.2P Ambiente MT,4,10000.0
150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 VXI BSIII,14,5000.0
483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,Celerio ZXI Optional,4,3750.0
470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna,5,2000.0
950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,3,8333.333333333334
450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591.0,121.3,5.0,Hyundai,Verna 1.6 VTVT,8,6250.0
345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5.0,Toyota,Etios VX,10,7000.0
600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti,Ignis Zeta AMT,1,5000.0
300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,Maruti,A-Star Vxi,12,5000.0
160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,Maruti,Zen Estilo VXI BSIII,14,5342.857142857143
120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,800 AC BSIII,17,4705.882352941177
220000,270000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,Eeco CNG 5 Seater AC BSIV,9,30000.0
340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,Hyundai,EON 1.0 Era Plus,3,40000.0
138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 EXi,14,8571.42857142857
100000,250000,Diesel,Individual,Manual,Fourth & Above Owner,19.33,1248.0,82.0,5.0,Toyota,Qualis FS F7,21,11904.761904761905
231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0,Maruti,Swift Dzire VXi,11,7272.727272727273
800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 4WD,8,15000.0
960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5.0,Mahindra,XUV300 W8,2,10000.0
120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor,12,5833.333333333333
270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV,9,4444.444444444444
200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,Maruti,Ritz LXI,10,10000.0
328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,Maruti,Swift VXI,9,13666.666666666666
432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDi (O),9,8555.555555555555
565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,Volkswagen,Polo 1.0 MPI Trendline BSIV,2,3500.0
390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV,4,17500.0
600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,Figo 1.5D Titanium MT,4,7500.0
250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Sportz,10,12000.0
165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,Spark 1.0 LT,10,7000.0
421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT,10,10500.0
225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5.0,Hyundai,Accent Executive,9,12146.888888888889
350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan,Sunny Diesel XV,8,15000.0
1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Limited,3,8000.0
600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0,Maruti,Baleno Zeta 1.3,6,11666.666666666666
515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0,Tata,Tiago NRG Petrol,3,11666.666666666666
80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,22,3636.3636363636365
800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5.0,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,4,17500.0
120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2179.0,120.0,7.0,Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,17,5882.35294117647
475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R Stingray VXI Optional,4,10000.0
400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI,6,3333.3333333333335
80000,90000,Petrol,Individual,Automatic,Second Owner,19.33,1248.0,82.0,5.0,Hyundai,Santro Xing XG AT eRLX Euro II,17,5294.117647058823
300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0,Fiat,Grande Punto 1.3 Dynamic (Diesel),10,6000.0
400000,475000,Diesel,Individual,Manual,Third Owner,13.5,2179.0,115.0,5.0,Mahindra,Scorpio M2DI,10,47500.0
235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,Maruti,Wagon R LX BSIII,12,5833.333333333333
350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,6,6666.666666666667
625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI,4,8500.0
525000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W6 2WD,7,17142.85714285714
550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XZ,3,3333.3333333333335
550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLX,6,13333.333333333334
200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi,15,6666.666666666667
350000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8.0,Mahindra,Xylo D2,10,12000.0
220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi,15,6666.666666666667
412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz,5,5000.0
126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,Maruti,Wagon R LXI Minor,12,4333.333333333333
430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,8,7875.0
130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti,A-Star Vxi,12,7500.0
350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XM,4,15000.0
220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,Alto LX,10,3500.0
380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero DI,10,8000.0
200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,Figo Diesel ZXI,11,10000.0
620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,4,15250.0
150000,66000,Petrol,Individual,Manual,First Owner,14.7,796.0,37.0,8.0,Maruti,Omni Limited Edition,8,8250.0
450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,Datsun,GO Plus Anniversary Edition,3,26666.666666666668
1150000,27000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Plus,4,6750.0
500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 G80 K8 Dual Tone,3,20000.0
246000,139000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV,10,13900.0
400000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,Eeco CNG 5 Seater AC BSIV,4,15000.0
65000,10000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,13,769.2307692307693
725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,Ecosport 1.5 Diesel Titanium,5,6000.0
736000,125000,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX CRDI (O) AT,7,17857.14285714286
700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI,3,15000.0
150000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,Spark 1.0 LT,10,3000.0
180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,11,7318.181818181818
409999,200000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,Etios Liva VXD,7,28571.428571428572
550000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLX,8,7500.0
50000,18000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,800 AC Uniq,17,1058.8235294117646
80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0,Maruti,Zen D,15,7333.333333333333
110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,Alto LX,16,5625.0
180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,Honda,City 2017-2020 GXi,15,8000.0
1025000,120000,Diesel,Individual,Automatic,Third Owner,12.07,2967.0,241.4,7.0,Audi,Q7 3.0 TDI Quattro,12,10000.0
1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,Tata,Hexa XTA,4,10000.0
560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,Volkswagen,Ameo 1.5 TDI Comfortline,3,6000.0
650000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza LDi Option,4,17500.0
1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,Mahindra,XUV500 W7 BSIV,3,9666.666666666666
480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,Baleno Delta 1.2,5,13151.0
960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium BSIV,2,1300.0
1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,Mahindra,XUV500 AT W6 2WD,4,11500.0
310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,EON Era Plus,4,3750.0
500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,7,8571.42857142857
350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0,Maruti,Alto K10 VXI AGS Optional,4,3875.0
365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech,6,20000.0
165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,Mitsubishi,Lancer 2.0 GLd,13,9230.76923076923
100000,120000,Diesel,Individual,Manual,Third Owner,14.6,2956.0,63.0,10.0,Tata,Spacio Gold-10/6 Str BSII,14,8571.42857142857
240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX,14,5714.285714285715
925000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,Mahindra,Marazzo M2 BSIV,2,20000.0
590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,Figo Aspire 1.2 Ti-VCT Trend,3,5000.0
525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7.0,Tata,Aria Pride,8,13750.0
720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 G (Diesel) 8 Seater,7,11428.57142857143
850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxL AMT,4,12500.0
490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,Mahindra,Scorpio VLS AT 2.2 mHAWK,11,10000.0
325000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,Amaze S i-Dtech,8,12500.0
1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,Hyundai,Verna CRDi 1.6 AT SX Option,2,10000.0
450000,135000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX,9,15000.0
300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,Tata,Indigo CS LS (TDI) BS-III,7,7242.857142857143
365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L,8,8750.0
500000,120000,Petrol,Individual,Automatic,First Owner,11.7,1796.0,178.0,5.0,Mercedes-Benz,New C-Class 200 K AT,14,8571.42857142857
900000,112000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater,7,16000.0
700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Sportz,3,11666.666666666666
880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,Renault,Duster 110PS Diesel RxZ,4,12500.0
700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater,7,17285.714285714286
380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,7.0,Mahindra,Scorpio 2009-2014 SLE 7S BSIII,12,10000.0
150000,90000,Petrol,Individual,Manual,Third Owner,13.4,1794.0,125.0,5.0,Toyota,Corolla H2,15,6000.0
235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5.0,Maruti,Zen Estilo LXI Green (CNG),7,10000.0
320000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,KWID 1.0 RXT Optional,3,6666.666666666667
550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL,6,10000.0
3200000,40000,Diesel,Individual,Automatic,First Owner,18.12,1995.0,190.0,5.0,BMW,5 Series 520d Luxury Line,5,8000.0
750000,440000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,55000.0
645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T6 Plus,4,15000.0
300000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,6,18333.333333333332
580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4,5,30400.0
220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Asta,10,22000.0
451000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX BSIII,8,8750.0
850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata,Nexon 1.2 Revotron XZ Plus,3,16666.666666666668
300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire VDi,10,12500.0
350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,Figo 1.2P Trend MT,5,12000.0
300000,90000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0,Maruti,Eeco CNG HTR 5-STR,7,12857.142857142857
390000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0,Maruti,Eeco CNG HTR 5-STR,4,7500.0
1200000,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater,5,18000.0
550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,Volkswagen,Ameo 1.2 MPI Comfortline,4,5000.0
300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti,Swift VDI,9,12222.222222222223
300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen,Vento Diesel Highline,9,16666.666666666668
350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Sportz,9,12222.222222222223
